,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,21,37,-0.2758620642092748,0.061702127593933905,12.666666666666666,0.49880382715454086,5.266188197528483,12.666666666666666,417,833,2.839848672333104,3,7.506602632044895
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,9,3,0.4999999583333368,0.04651162772669912,17.76923076923077,0.5324675301624783,7.3206793197573,17.76923076923077,123,230,2.968468455096989,3,7.5826086626843106
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,37,49,-0.1395348820984316,0.10336538449114738,11.590909090909092,0.4614379078935452,4.8209387995210555,11.590909090909092,353,761,2.5494652372333353,12,6.885676732081897
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,13,24,-0.2972972892622354,0.06379310333828775,13.210526315789474,0.492031871529817,5.481023274927717,13.210526315789474,247,497,2.774468079203259,5,7.23541246029092
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,33,54,-0.24137930757035278,0.10609756084622249,13.875,0.5070785064258964,5.752831402570359,13.875,394,777,2.7434554937912887,3,7.343629334178083
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,26,34,-0.13333333111111115,0.08759124074804199,14.818181818181818,0.48466257594376905,6.121137757650235,14.818181818181818,316,651,2.6195652133236567,6,6.987711202783854
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,6,0,0.9999998333333611,0.021897810139059087,25.333333333333332,0.5789473658818098,10.364912279686058,25.333333333333332,132,228,2.9333333202962963,1,7.872806983014004
7,44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,18,2,0.799999960000002,0.04237288126615915,12.823529411764707,0.4472477053962209,5.308310846864371,12.823529411764707,195,433,2.6363636302182667,3,7.062355641888324
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,34,52,-0.2093023231476474,0.12164073533006968,17.10810810810811,0.5197472345659602,7.051142137069627,17.10810810810811,329,633,2.754045302986982,4,7.454976291540322
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,34,24,0.17241379013079672,0.12083333308159723,13.457142857142857,0.37367303530005724,5.5323263569771655,13.457142857142857,176,469,2.4774193495109262,38,6.658848599874523
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,10,36,-0.5652173790170135,0.0572139302770971,13.407407407407407,0.5027624302448033,5.564067935060884,13.407407407407407,364,724,2.7116212299689795,1,7.348066288193278
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,18,29,-0.23404254821186068,0.06351351342768444,12.357142857142858,0.5231213865272812,5.1521056974680555,12.357142857142858,362,690,2.7467248868315504,1,7.455072452963663
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,30,51,-0.25925925605852773,0.09890109878034054,13.2,0.5123966935090954,5.484958677403639,13.2,372,725,2.7208976118921493,2,7.365517231219976
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,21,21,0.0,0.06965174117802364,14.923076923076923,0.4982817860854265,6.168543483664941,14.923076923076923,290,581,2.651646442544807,8,7.201376923921899
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,53,47,0.05999999940000001,0.09505703413017391,12.525641025641026,0.4626407364763145,5.195312704846937,12.525641025641026,452,973,2.5726315762393352,3,6.867420342376752
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26,39,-0.199999996923077,0.05866425987485174,13.736842105263158,0.4904214554689449,5.690905424292842,13.736842105263158,512,1044,2.671487600545984,3,6.887931027885123
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,29,25,0.07407407270233199,0.09523809507012682,20.724137931034484,0.32612312757716616,8.420104423444661,20.724137931034484,196,601,2.3159722182014373,43,6.1813643823937365
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,41,65,-0.2264150922036312,0.08596918078996822,15.273972602739725,0.4887892372297854,6.305104735987804,15.273972602739725,545,1113,2.6473829176791708,8,7.220125779676436
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,38,52,-0.15555555382716052,0.1129234628445126,9.395061728395062,0.4152431006369999,3.9241219316128246,9.395061728395062,316,752,2.4867373972324436,8,6.606382969938321
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,13,14,-0.037037035665294975,0.07124010535292848,13.708333333333334,0.5349544056688316,5.6973150956008665,13.708333333333334,176,329,3.019417465956578,2,7.869300887935256
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,51,91,-0.28169013886133704,0.08814400987700557,14.49,0.46514837787084307,5.9820593511483375,14.49,674,1446,2.5328994920224877,7,6.8782849191713105
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,39,64,-0.242718444245452,0.1214622640077096,13.073529411764707,0.3993250839152699,5.389141798271991,13.073529411764707,355,882,2.406143341972533,35,6.48639455046894
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,38,66,-0.26923076664201184,0.08652246249041391,10.852941176470589,0.4652213184596013,4.527264997972076,10.852941176470589,515,1103,2.577212803599611,13,6.8032638197613196
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,45,78,-0.268292680745588,0.10397295003890705,13.987804878048781,0.4812554485778069,5.787624130650635,13.987804878048781,552,1145,2.6133928548094705,8,6.977292570325508
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,25,41,-0.2424242387511479,0.08505154628215007,11.94915254237288,0.4751773042905286,4.9697319386653644,11.94915254237288,335,702,2.7025796620598186,8,6.970085460156573
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,62,17,0.5696202459541742,0.0629482071211568,16.863636363636363,0.5211141055515596,6.9539001876751705,16.863636363636363,580,1111,2.753222833560568,3,7.333933386738133
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21,24,-0.06666666518518523,0.0670640833575796,16.63888888888889,0.49415692738871964,6.853218326511044,16.63888888888889,296,598,2.719999995269565,4,7.187290957880784
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,49,85,-0.2686567144130096,0.13085937487220764,13.285714285714286,0.4892473113018846,5.509984638806468,13.285714285714286,455,926,2.7090707934634173,8,7.181425478205804
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,13,17,-0.13333332888888902,0.09174311898549505,14.842105263157896,0.5496453881218248,6.156700260511888,14.842105263157896,155,281,2.9283154016906257,3,7.8434163421942475
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,15,7,0.36363634710743875,0.041353383380914696,14.333333333333334,0.5073995760942926,5.936293163771051,14.333333333333334,240,472,2.838926168145579,2,7.330508459045533
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,28,57,-0.34117646657439454,0.06799999994559999,20.8,0.4379370625542508,8.495174825021701,20.8,501,1144,2.754751128728732,3,7.201923070627689
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,86,32,0.4576271147658719,0.09516129024583767,14.960526315789474,0.4942832009724861,6.181923806704784,14.960526315789474,562,1132,2.634821426218909,1,7.1475264954527145
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,32,22,0.18518518175583,0.05325443781730332,13.194029850746269,0.4943438908435024,5.475349496635909,13.194029850746269,437,882,2.749999996787383,7,7.265306114211671
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,31,19,0.23999999520000012,0.08291873949764719,17.612903225806452,0.5934065923197681,7.282523927250487,17.612903225806452,324,546,2.9385474805613643,1,7.754578740376229
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,12,10,0.09090908677685969,0.055415616988877536,21.533333333333335,0.5634674905155805,8.838720329539568,21.533333333333335,182,322,3.015723260956845,5,7.779503081430115
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,11,7,0.2222222098765439,0.05232558124323959,15.95,0.4420062682068769,6.556802507282751,15.95,141,318,2.668789800417867,8,7.066037713628813
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,5,16,-0.5238094988662143,0.05614973247018788,16.789473684210527,0.5673981173435796,6.942748720621643,16.789473684210527,181,319,2.967426700431835,5,7.7805642389324
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,9,7,0.12499999218750048,0.05063291123217433,18.928571428571427,0.5056603754503383,7.7736927216087075,18.928571428571427,134,265,2.9246031629976064,4,7.426415066315415
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,10,11,-0.04761904535147403,0.07118644043665613,13.15,0.5969581726351401,5.498783269054057,13.15,157,263,3.069230757426036,7,7.946768030620654
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,13,3,0.6249999609375024,0.05423728795173801,12.578947368421053,0.5188284497120148,5.239110327253227,12.578947368421053,124,239,3.054054040297054,1,7.652719633252219
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,19,51,-0.457142850612245,0.09735744075471844,12.622641509433961,0.4678624806160501,5.236201596020005,12.622641509433961,313,669,2.6395534248172994,1,6.913303427633328
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,10,20,-0.33333332222222256,0.0717703347565303,18.38095238095238,0.4870466308625735,7.547199604725981,18.38095238095238,188,383,2.735294110333438,4,7.248041756532528
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,42,69,-0.2432432410518627,0.08995137756081735,13.206896551724139,0.5239338550705536,5.492332162717878,13.206896551724139,602,1148,2.7527075787430433,1,7.14895469760544
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,10,24,-0.41176469377162667,0.06732673253994706,12.64864864864865,0.49999999893162395,5.25945945903211,12.64864864864865,234,467,2.720173529891164,2,7.359743024925604
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,16,11,0.18518517832647488,0.05009276428554218,13.763157894736842,0.5181644349557085,5.712528931877021,13.763157894736842,271,520,2.7162162109725556,3,7.592307677707101
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,26,27,-0.01886792417230332,0.07725947510603576,11.224137931034482,0.5084485399255783,4.693034588384024,11.224137931034482,331,649,2.7269890753089094,10,7.590138663189308
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40,12,0.538461528106509,0.06153846146563496,13.258620689655173,0.514954485676262,5.509430070132574,13.258620689655173,396,769,2.7296937380430175,2,7.266579964542809
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,31,46,-0.19480519227525725,0.08860759483474386,10.285714285714286,0.537878787199648,4.329437229165574,10.285714285714286,426,792,2.7119078070270066,3,7.124999991003788
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,34,3,0.8378378151935726,0.07597535918690891,15.033333333333333,0.5898004421512185,6.249253510193821,15.033333333333333,266,449,2.973094163737457,1,8.006681496644362
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
54,91,https://insights.blackcoffer.com/human-rights-outlook/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,38,41,-0.03797468306361161,0.10353866303599127,10.420289855072463,0.490959665520223,4.364499808237074,10.420289855072463,353,716,2.6788218756257756,9,7.157821219053322
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,5,3,0.24999996875000394,0.031128404548138505,21.727272727272727,0.5774058553246617,8.921871433038957,21.727272727272727,138,239,2.999999987234043,3,7.999999966527197
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,29,69,-0.4081632611411912,0.10051282040973045,14.564516129032258,0.5204872640969134,6.034001357251668,14.564516129032258,470,898,2.668552033180371,3,7.141425381802422
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,22,15,0.18918918407596802,0.06303236786536223,14.833333333333334,0.48876404402853174,6.128838950944747,14.833333333333334,261,534,2.720930227285019,4,7.121722833105388
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,60,38,0.22448979362765517,0.08298052490856855,11.536842105263158,0.46989051052017283,4.802693046313333,11.536842105263158,515,1091,2.640148008658512,10,7.036663604915981
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,44,3,0.8723404069714807,0.08719851560816602,10.16326530612245,0.5562248984814762,4.28779608184157,10.16326530612245,277,498,2.8036809758615933,5,7.5040160491887224
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,10,1,0.8181817438016598,0.028497409252597385,17.0,0.48179271573727533,6.99271708629491,17.0,172,357,2.764872513413959,1,7.215686254297798
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,27,7,0.5882352768166096,0.05422647519262125,14.948717948717949,0.4939965686209321,6.177085806935553,14.948717948717949,288,581,2.6344463925580905,5,6.951807216950418
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,18,8,0.3846153698224858,0.05555555543684711,16.32,0.5220588222498558,6.736823528899944,16.32,213,407,2.9399999926500002,2,7.540540522013414
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,20,8,0.4285714132653067,0.07887323921444157,10.125,0.5524691340973175,4.270987653638927,10.125,179,321,2.987538931502994,1,7.83800620611213
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,10,0,0.99999990000001,0.038759689772249264,15.785714285714286,0.5972850651706558,6.553199740353978,15.785714285714286,132,221,3.114678884795051,3,8.212669646096517
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,28,37,-0.138461536331361,0.10483870950832466,9.474576271186441,0.43470482927602,3.9637124401849846,9.474576271186441,243,552,2.580180175531207,14,6.8768115817449065
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,13,2,0.7333332844444478,0.057915057691447655,16.714285714285715,0.5512820489261451,6.906227105284744,16.714285714285715,129,233,2.9434782480718336,2,7.682403400504707
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,38,10,0.5833333211805558,0.08135593206549842,12.113636363636363,0.5966228881864486,5.084103700729125,12.113636363636363,318,533,3.0057361319201985,1,7.806754206741549
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,6,7,-0.07692307100591762,0.055084745529301926,17.5,0.552380949750567,7.220952379900227,17.5,116,208,2.9707316928256993,5,7.8124999624399045
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,14,25,-0.2820512748191981,0.11711711676541406,13.375,0.49844236604846615,5.549376946419387,13.375,160,312,2.7886435243260457,6,7.4615384376232745
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,31,46,-0.19480519227525725,0.06353135308289491,14.038461538461538,0.5433789949375534,5.832736213359637,14.038461538461538,595,1094,2.840073526801403,17,7.612431437282969
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,46,23,0.33333332850241554,0.06725146192275686,13.72,0.43537414923675977,5.6621496596947045,13.72,448,1021,2.584415581833751,19,6.797257583940002
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,38,26,0.18749999707031256,0.06066350705150378,12.986301369863014,0.44303797421620467,5.371735737631688,12.986301369863014,420,945,2.5547128899732257,17,6.7957671885759074
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,28,5,0.6969696758494038,0.05709342550675878,7.309859154929577,0.4894026965522106,3.119704740592715,7.309859154929577,254,510,2.6824457540780164,1,7.152941162445213
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,47,8,0.7090908961983474,0.06432748530488014,13.03225806451613,0.47153465288176405,5.401517086959158,13.03225806451613,381,805,2.564779870987698,5,6.860869556694572
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,35,6,0.7073170559190962,0.10621761630513571,17.476190476190474,0.5258855571501756,7.20083041333626,17.476190476190474,193,365,2.8461538383347422,9,7.317808199129293
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,47,15,0.5161290239334029,0.054770317972817735,14.583333333333334,0.5171428566503401,6.0401904759934695,14.583333333333334,543,1047,2.7565217364671284,8,7.132760260618184
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,27,70,-0.44329896450207257,0.14119359513654497,8.64864864864865,0.48749999923828125,3.654459459154772,8.64864864864865,312,634,2.6446540838920534,12,7.037854878489188
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,67,22,0.5056179718469891,0.1138107415424415,9.125,0.4082191775229874,3.813287671009195,9.125,298,725,2.474341189355976,6,6.7779310251338885
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,27,32,-0.08474576127549557,0.07722513078897235,13.980392156862745,0.39831696998833527,5.7514836507404326,13.980392156862745,284,712,2.4345930197171612,1,6.664325833336621
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,27,21,0.1249999973958334,0.05853658529446758,10.26388888888889,0.5250338287888582,4.3155690870711,10.26388888888889,388,735,2.782668496860153,7,7.487074819745477
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,26,73,-0.47474746995204575,0.14042553171570846,9.442857142857143,0.49167927308369247,3.9738145663763342,9.442857142857143,325,653,2.6310975569647903,14,7.018376712069867
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,25,11,0.3888888780864201,0.06593406581330757,12.973684210526315,0.4929006075194714,5.386633927218315,12.973684210526315,243,492,2.63578946813518,6,7.085365839257387
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,13,6,0.36842103324099823,0.05740181251540238,19.4,0.5051546374393312,7.962061854975733,19.4,147,291,2.859154919510018,1,7.539518874434643
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,30,17,0.2765957387958354,0.07605177981221395,20.107142857142858,0.4991118996463377,8.242501902715679,20.107142857142858,281,563,2.7323688919848665,1,7.4014209460010285
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,26,29,-0.05454545355371903,0.06264236894915448,13.096774193548388,0.48768472846344246,5.433783568804732,13.096774193548388,396,808,2.6316455662890563,6,7.082920783313217
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,39,11,0.5599999888000002,0.018288222378095017,9.015810276679842,0.4042086802261251,3.7680075827623867,9.015810276679842,922,2279,2.399712090979025,1,6.359368141132353
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,40,42,-0.02439024360499703,0.07414104875755781,11.954545454545455,0.5038022808899217,4.983339094174151,11.954545454545455,530,1047,2.6553398032472426,11,7.129894931108027
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,33,64,-0.3195876255712616,0.08508771922360725,15.477611940298507,0.5689488904831737,6.418624332312672,15.477611940298507,590,1037,2.795857985408424,1,7.364513011220334
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,1,0.7777776913580343,0.03862660927628065,18.727272727272727,0.5485436866575549,7.710326565572114,18.727272727272727,113,205,3.0549999847250002,3,7.8439024007614515
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,33,4,0.7837837626004389,0.055306427421066624,14.547619047619047,0.4828150564929377,6.012173641644794,14.547619047619047,295,608,2.597315431883699,2,6.917763146516837
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,39,34,0.06849314974666919,0.06985645926329524,8.59016393442623,0.46851144993462646,3.6234701537443423,8.59016393442623,491,1038,2.6050096314017246,6,7.052986505729299
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,57,15,0.5833333252314816,0.06282722507606699,11.844444444444445,0.496247654318717,4.936276839505265,11.844444444444445,529,1062,2.5929118749110036,6,7.002824852163064
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,35,33,0.02941176427335641,0.08695652162793284,14.431372549019608,0.4592391298108164,5.95624467153217,14.431372549019608,338,731,2.6258692592129775,4,7.042407651104778
110,147,https://insights.blackcoffer.com/the-future-of-investing/,21,44,-0.35384614840236694,0.052083333291599886,14.64102564102564,0.49036777540248,6.052557366571249,14.64102564102564,560,1142,2.7537593959081206,2,7.169001745035899
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,21,40,-0.3114754047299114,0.08413793091843044,12.547169811320755,0.4887218037763582,5.214356646038845,12.547169811320755,325,665,2.7105263115936125,4,7.193984951587993
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,41,48,-0.07865168450953164,0.11111111097239562,10.078947368421053,0.48041775394201336,4.223746048945227,10.078947368421053,368,761,2.6202365274372714,28,6.95269381477964
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,29,27,0.03571428507653063,0.07843137243917175,17.829268292682926,0.4897400814093843,7.327603349636924,17.829268292682926,358,729,2.6847222184934414,13,7.058984901153656
